"No.","Time","Source","Destination","Protocol","Length","Info"
"917","13.580422","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50532 [ACK] Seq=487850 Ack=2701 Win=64128 Len=1440 [TCP PDU reassembled in 922]"
"918","13.580422","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50532 [ACK] Seq=489290 Ack=2701 Win=64128 Len=1440 [TCP PDU reassembled in 922]"
"919","13.580422","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50532 [ACK] Seq=490730 Ack=2701 Win=64128 Len=1440 [TCP PDU reassembled in 922]"
"920","13.580422","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50532 [ACK] Seq=492170 Ack=2701 Win=64128 Len=1440 [TCP PDU reassembled in 922]"
"921","13.580422","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50532 [ACK] Seq=493610 Ack=2701 Win=64128 Len=1440 [TCP PDU reassembled in 922]"
"922","13.580422","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.3","1514","Application Data, Application Data"
"923","13.580422","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50532 [ACK] Seq=496490 Ack=2701 Win=64128 Len=1440 [TCP PDU reassembled in 935]"
"924","13.580422","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50532 [ACK] Seq=497930 Ack=2701 Win=64128 Len=1440 [TCP PDU reassembled in 935]"
"925","13.580422","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50532 [ACK] Seq=499370 Ack=2701 Win=64128 Len=1440 [TCP PDU reassembled in 935]"
"926","13.580422","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50532 [ACK] Seq=500810 Ack=2701 Win=64128 Len=1440 [TCP PDU reassembled in 935]"
"927","13.580422","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50532 [ACK] Seq=502250 Ack=2701 Win=64128 Len=1440 [TCP PDU reassembled in 935]"
"928","13.580422","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50532 [ACK] Seq=503690 Ack=2701 Win=64128 Len=1440 [TCP PDU reassembled in 935]"
"929","13.580422","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50532 [ACK] Seq=505130 Ack=2701 Win=64128 Len=1440 [TCP PDU reassembled in 935]"
"930","13.580422","2405:201:5006:95a::c0a8:1d01","2405:201:5006:95a:3ddc:1390:95b:795e","DNS","178","Standard query response 0x4b46 A api-partner.spotify.com CNAME partners.wg.spotify.com CNAME edge-web.dual-gslb.spotify.com A 35.186.224.24"
"931","13.580422","2405:201:5006:95a::c0a8:1d01","2405:201:5006:95a:3ddc:1390:95b:795e","DNS","252","Standard query response 0x2bdd HTTPS api-partner.spotify.com CNAME partners.wg.spotify.com CNAME edge-web.dual-gslb.spotify.com SOA ns-cloud-d1.googledomains.com"
"932","13.580422","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50532 [ACK] Seq=506570 Ack=2701 Win=64128 Len=1440 [TCP PDU reassembled in 935]"
"933","13.580422","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50532 [PSH, ACK] Seq=508010 Ack=2701 Win=64128 Len=1440 [TCP PDU reassembled in 935]"
"934","13.580422","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50532 [ACK] Seq=509450 Ack=2701 Win=64128 Len=1440 [TCP PDU reassembled in 935]"
"935","13.580422","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.3","1514","Application Data, Application Data"
"936","13.580422","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50532 [ACK] Seq=512330 Ack=2701 Win=64128 Len=1440 [TCP PDU reassembled in 940]"
"937","13.580422","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50532 [ACK] Seq=513770 Ack=2701 Win=64128 Len=1440 [TCP PDU reassembled in 940]"
"938","13.580582","2405:201:5006:95a:3ddc:1390:95b:795e","2405:200:1630:1200::312c:b3ba","TCP","74","50532  >  443 [ACK] Seq=2701 Ack=515210 Win=1059072 Len=0"
"939","13.581370","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","443  >  50532 [ACK] Seq=515210 Ack=2701 Win=64128 Len=1440 [TCP PDU reassembled in 940]"
"940","13.581370","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.3","956","Application Data"
"941","13.581433","2405:201:5006:95a:3ddc:1390:95b:795e","2405:200:1630:1200::312c:b3ba","TCP","74","50532  >  443 [ACK] Seq=2701 Ack=517532 Win=1059072 Len=0"
"942","13.582909","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","1292","Initial, DCID=20af35a771b5c92e, PKN: 1, PING, CRYPTO, CRYPTO, PADDING, PING, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO"
"943","13.583034","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","1292","Initial, DCID=20af35a771b5c92e, PKN: 2, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, PING, PADDING"
"944","13.583918","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","TLSv1.2","150","Application Data"
"945","13.584010","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","TLSv1.2","113","Application Data"
"946","13.607536","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","102","Initial, SCID=e0af35a771b5c92e, PKN: 1, ACK"
"947","13.607819","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","1292","Initial, SCID=e0af35a771b5c92e, PKN: 2, ACK, PADDING"
"948","13.611457","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50499 [ACK] Seq=1 Ack=77 Win=1042 Len=0"
"949","13.611745","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50499 [ACK] Seq=1 Ack=116 Win=1042 Len=0"
"950","13.611745","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.2","113","Application Data"
"951","13.633621","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","1292","Initial, DCID=e0af35a771b5c92e, PKN: 4, PADDING, PING, PADDING"
"952","13.655707","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","1292","Initial, SCID=e0af35a771b5c92e, PKN: 3, ACK, PADDING"
"953","13.668282","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","TCP","74","50499  >  443 [ACK] Seq=116 Ack=40 Win=512 Len=0"
"954","13.675746","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","1292","Protected Payload (KP0)"
"955","13.676456","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","226","Protected Payload (KP0), DCID=e0af35a771b5c92e"
"956","13.695701","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","646","Protected Payload (KP0)"
"957","13.695906","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","183","Protected Payload (KP0)"
"958","13.697691","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","93","Protected Payload (KP0), DCID=e0af35a771b5c92e"
"959","13.721716","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","86","Protected Payload (KP0)"
"960","13.726893","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.2","156","Application Data"
"961","13.731563","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","TLSv1.2","113","Application Data"
"962","13.733212","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","1288","Protected Payload (KP0), DCID=e0af35a771b5c92e"
"963","13.733348","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","241","Protected Payload (KP0), DCID=e0af35a771b5c92e"
"964","13.755534","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","89","Protected Payload (KP0)"
"965","13.758236","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50499 [ACK] Seq=122 Ack=155 Win=1042 Len=0"
"966","13.793416","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","94","Protected Payload (KP0), DCID=e0af35a771b5c92e"
"967","13.883675","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","635","Protected Payload (KP0)"
"968","13.919495","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","98","Protected Payload (KP0), DCID=e0af35a771b5c92e"
"969","13.963779","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","86","Protected Payload (KP0)"
"970","14.408239","2405:201:5006:95a:3ddc:1390:95b:795e","2603:1040:a06:3::8","TLSv1.2","109","Application Data"
"971","14.448838","2603:1040:a06:3::8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50230 [ACK] Seq=35 Ack=74 Win=501 Len=0"
"972","15.000710","2620:1ec:50::12","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.2","113","Application Data"
"973","15.007583","2405:201:5006:95a:3ddc:1390:95b:795e","2620:1ec:50::12","TLSv1.2","109","Application Data"
"974","15.007694","2405:201:5006:95a:3ddc:1390:95b:795e","2620:1ec:50::12","TLSv1.2","109","Application Data"
"975","15.026956","2620:1ec:50::12","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50265 [ACK] Seq=79 Ack=106 Win=16383 Len=0"
"976","15.027119","2620:1ec:50::12","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50265 [ACK] Seq=79 Ack=141 Win=16382 Len=0"
"977","16.339513","fe80::8690:aff:fefc:4a0e","2405:201:5006:95a:3ddc:1390:95b:795e","ICMPv6","86","Neighbor Solicitation for 2405:201:5006:95a:3ddc:1390:95b:795e from 84:90:0a:fc:4a:0e"
"978","16.339645","2405:201:5006:95a:3ddc:1390:95b:795e","fe80::8690:aff:fefc:4a0e","ICMPv6","86","Neighbor Advertisement 2405:201:5006:95a:3ddc:1390:95b:795e (sol, ovr) is at b4:6d:83:8d:f9:87"
"979","16.461945","2405:201:5006:95a:3ddc:1390:95b:795e","2603:1040:a06:3::8","TLSv1.2","112","Application Data"
"980","16.503902","2603:1040:a06:3::8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50230 [ACK] Seq=35 Ack=112 Win=501 Len=0"
"981","16.842506","2405:201:5006:95a:3ddc:1390:95b:795e","2405:201:5006:95a::c0a8:1d01","DNS","103","Standard query 0x73a4 AAAA spclient.wg.spotify.com"
"982","16.843642","2405:201:5006:95a:3ddc:1390:95b:795e","2405:201:5006:95a::c0a8:1d01","DNS","103","Standard query 0x40ba A spclient.wg.spotify.com"
"983","16.844675","2405:201:5006:95a:3ddc:1390:95b:795e","2405:201:5006:95a::c0a8:1d01","DNS","103","Standard query 0x3268 HTTPS spclient.wg.spotify.com"
"984","16.854783","2405:201:5006:95a::c0a8:1d01","2405:201:5006:95a:3ddc:1390:95b:795e","DNS","152","Standard query response 0x40ba A spclient.wg.spotify.com CNAME edge-web.dual-gslb.spotify.com A 35.186.224.24"
"985","16.856382","2405:201:5006:95a::c0a8:1d01","2405:201:5006:95a:3ddc:1390:95b:795e","DNS","164","Standard query response 0x73a4 AAAA spclient.wg.spotify.com CNAME edge-web.dual-gslb.spotify.com AAAA 2600:1901:1:7c5::"
"986","16.857426","2405:201:5006:95a::c0a8:1d01","2405:201:5006:95a:3ddc:1390:95b:795e","DNS","226","Standard query response 0x3268 HTTPS spclient.wg.spotify.com CNAME edge-web.dual-gslb.spotify.com SOA ns-cloud-d1.googledomains.com"
"987","16.860912","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","1292","Initial, DCID=c6f6a425b1ea6d0e, PKN: 1, PADDING, CRYPTO, PING, CRYPTO, PING, CRYPTO, PADDING, PING, PING, PING, PING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO"
"988","16.861184","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","1292","Initial, DCID=c6f6a425b1ea6d0e, PKN: 2, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, PADDING"
"989","16.861797","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","TLSv1.2","142","Application Data"
"990","16.861919","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","TLSv1.2","113","Application Data"
"991","16.862021","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","TCP","1514","50491  >  443 [ACK] Seq=108 Ack=1 Win=511 Len=1440 [TCP PDU reassembled in 992]"
"992","16.862021","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","TLSv1.2","365","Application Data"
"993","16.875616","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","102","Initial, SCID=e6f6a425b1ea6d0e, PKN: 1, ACK"
"994","16.875797","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","1292","Initial, SCID=e6f6a425b1ea6d0e, PKN: 2, ACK, PADDING"
"995","16.878108","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50491 [ACK] Seq=1 Ack=69 Win=1033 Len=0"
"996","16.878234","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50491 [ACK] Seq=1 Ack=108 Win=1033 Len=0"
"997","16.878234","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50491 [ACK] Seq=1 Ack=1839 Win=1027 Len=0"
"998","16.878530","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.2","113","Application Data"
"999","16.899022","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","1292","Initial, DCID=e6f6a425b1ea6d0e, PKN: 4, PADDING, PING, PADDING"
"1000","16.913897","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","1292","Initial, SCID=e6f6a425b1ea6d0e, PKN: 3, ACK, PADDING"
"1001","16.928524","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","TCP","74","50491  >  443 [ACK] Seq=1839 Ack=40 Win=517 Len=0"
"1002","16.938579","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","1292","Protected Payload (KP0)"
"1003","16.939370","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","230","Protected Payload (KP0), DCID=e6f6a425b1ea6d0e"
"1004","16.952167","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","646","Protected Payload (KP0)"
"1005","16.952422","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","183","Protected Payload (KP0)"
"1006","16.952706","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","93","Protected Payload (KP0), DCID=e6f6a425b1ea6d0e"
"1007","16.977637","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","86","Protected Payload (KP0)"
"1008","17.019026","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.2","142","Application Data"
"1009","17.019026","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.2","203","Application Data"
"1010","17.019114","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","TCP","74","50491  >  443 [ACK] Seq=1839 Ack=237 Win=516 Len=0"
"1011","17.019917","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.2","113","Application Data"
"1012","17.020322","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","TLSv1.2","109","Application Data"
"1013","17.020417","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","TLSv1.2","113","Application Data"
"1014","17.038827","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50491 [ACK] Seq=276 Ack=1913 Win=1027 Len=0"
"1015","17.511302","Intel_8d:f9:87","Arcadyan_fc:4a:0e","ARP","42","Who has 192.168.29.1? Tell 192.168.29.143"
"1016","17.515086","Arcadyan_fc:4a:0e","Intel_8d:f9:87","ARP","42","192.168.29.1 is at 84:90:0a:fc:4a:0e"
"1017","17.907089","2405:201:5006:95a:3ddc:1390:95b:795e","2405:201:5006:95a::c0a8:1d01","DNS","105","Standard query 0xd9bd AAAA gae2-spclient.spotify.com"
"1018","17.908030","2405:201:5006:95a:3ddc:1390:95b:795e","2405:201:5006:95a::c0a8:1d01","DNS","105","Standard query 0x7a73 A gae2-spclient.spotify.com"
"1019","17.908872","2405:201:5006:95a:3ddc:1390:95b:795e","2405:201:5006:95a::c0a8:1d01","DNS","105","Standard query 0x7f54 HTTPS gae2-spclient.spotify.com"
"1020","17.918901","2405:201:5006:95a::c0a8:1d01","2405:201:5006:95a:3ddc:1390:95b:795e","DNS","159","Standard query response 0x7a73 A gae2-spclient.spotify.com CNAME edge-web-gae2.dual-gslb.spotify.com A 35.186.224.22"
"1021","17.919370","2405:201:5006:95a::c0a8:1d01","2405:201:5006:95a:3ddc:1390:95b:795e","DNS","233","Standard query response 0x7f54 HTTPS gae2-spclient.spotify.com CNAME edge-web-gae2.dual-gslb.spotify.com SOA ns-cloud-d1.googledomains.com"
"1022","17.921210","2405:201:5006:95a::c0a8:1d01","2405:201:5006:95a:3ddc:1390:95b:795e","DNS","171","Standard query response 0xd9bd AAAA gae2-spclient.spotify.com CNAME edge-web-gae2.dual-gslb.spotify.com AAAA 2600:1901:1:388::"
"1023","17.923568","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","1292","Initial, DCID=83197ff80e96812a, PKN: 1, CRYPTO, PADDING, PING, PING, PING, PING, PING, CRYPTO, PING, PING, CRYPTO, PING, CRYPTO, PING, PING, PADDING, CRYPTO"
"1024","17.923744","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","1292","Initial, DCID=83197ff80e96812a, PKN: 2, PING, CRYPTO, PING, PING, CRYPTO, PING, PADDING, CRYPTO, PADDING, PING, CRYPTO, PING, CRYPTO, PING, PING, PING"
"1025","17.949128","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","102","Initial, SCID=e3197ff80e96812a, PKN: 1, ACK"
"1026","17.949375","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","1292","Initial, SCID=e3197ff80e96812a, PKN: 2, ACK, PADDING"
"1027","17.975299","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","TCP","86","50533  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"1028","17.975478","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","1292","Initial, DCID=e3197ff80e96812a, PKN: 4, PADDING, PING, PADDING"
"1029","17.991668","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","86","443  >  50533 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM WS=256"
"1030","17.991746","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","TCP","74","50533  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"1031","17.992555","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","TCP","1514","50533  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=1440 [TCP PDU reassembled in 1032]"
"1032","17.992555","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","TLSv1.3","757","Client Hello (SNI=gae2-spclient.spotify.com)"
"1033","17.999293","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","1292","Initial, SCID=e3197ff80e96812a, PKN: 3, ACK, PADDING"
"1034","18.006827","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50533 [ACK] Seq=1 Ack=2124 Win=267264 Len=0"
"1035","18.014761","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","1292","Protected Payload (KP0)"
"1036","18.015513","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","226","Protected Payload (KP0), DCID=e3197ff80e96812a"
"1037","18.015855","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","1288","Protected Payload (KP0), DCID=e3197ff80e96812a"
"1038","18.015912","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","348","Protected Payload (KP0), DCID=e3197ff80e96812a"
"1039","18.016133","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","1288","Protected Payload (KP0), DCID=e3197ff80e96812a"
"1040","18.016187","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","876","Protected Payload (KP0), DCID=e3197ff80e96812a"
"1041","18.037881","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","646","Protected Payload (KP0)"
"1042","18.038057","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","183","Protected Payload (KP0)"
"1043","18.038057","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","90","Protected Payload (KP0)"
"1044","18.038314","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","94","Protected Payload (KP0), DCID=e3197ff80e96812a"
"1045","18.065608","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","86","Protected Payload (KP0)"
"1046","18.065929","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","93","Protected Payload (KP0), DCID=e3197ff80e96812a"
"1047","18.078419","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.3","286","Server Hello, Change Cipher Spec, Application Data"
"1048","18.078855","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","TLSv1.3","138","Change Cipher Spec, Application Data"
"1049","18.094405","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50533 [ACK] Seq=213 Ack=2188 Win=267264 Len=0"
"1050","18.095234","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.3","692","Application Data, Application Data"
"1051","18.147070","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","TCP","74","50533  >  443 [ACK] Seq=2188 Ack=831 Win=131584 Len=0"
"1052","18.172619","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","531","Protected Payload (KP0)"
"1053","18.188563","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","231","Protected Payload (KP0)"
"1054","18.190470","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","98","Protected Payload (KP0), DCID=e3197ff80e96812a"
"1055","18.191243","192.168.29.143","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"1056","18.238125","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","86","Protected Payload (KP0)"
"1057","18.242579","192.168.29.143","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"1058","18.245231","fe80::237c:c7e:3101:52a5","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"1059","18.245703","fe80::237c:c7e:3101:52a5","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"1060","18.246512","fe80::237c:c7e:3101:52a5","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"1061","18.484189","192.168.29.143","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"1062","19.341942","2603:1040:a06:3::8","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.2","108","Application Data"
"1063","19.389300","2405:201:5006:95a:3ddc:1390:95b:795e","2603:1040:a06:3::8","TCP","74","50230  >  443 [ACK] Seq=112 Ack=69 Win=509 Len=0"
"1064","19.673541","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","1288","Protected Payload (KP0), DCID=e3197ff80e96812a"
"1065","19.673656","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","773","Protected Payload (KP0), DCID=e3197ff80e96812a"
"1066","19.697597","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","89","Protected Payload (KP0)"
"1067","19.733545","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","94","Protected Payload (KP0), DCID=e3197ff80e96812a"
"1068","19.751421","2405:201:5006:95a:3ddc:1390:95b:795e","2405:201:5006:95a::c0a8:1d01","DNS","102","Standard query 0x0467 A spec.cloud.360safe.com"
"1069","19.754317","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","84","Protected Payload (KP0)"
"1070","19.754585","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","95","Protected Payload (KP0), DCID=e3197ff80e96812a"
"1071","19.762268","2405:201:5006:95a::c0a8:1d01","2405:201:5006:95a:3ddc:1390:95b:795e","DNS","165","Standard query response 0x0467 A spec.cloud.360safe.com CNAME spec.cloud.os-lb.com A 54.179.136.152 A 54.179.136.136"
"1072","19.768489","192.168.29.143","54.179.136.152","TCP","66","50534  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1073","19.856154","54.179.136.152","192.168.29.143","TCP","62","80  >  50534 [SYN, ACK] Seq=0 Ack=1 Win=62727 Len=0 MSS=1460 WS=128"
"1074","19.856395","192.168.29.143","54.179.136.152","TCP","54","50534  >  80 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1075","19.856918","192.168.29.143","54.179.136.152","HTTP","740","POST /commonquery HTTP/1.1  (application/x-www-form-urlencoded)"
